Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
WishList,,,,2019-11-11 16:50:05,2019-11-11 16:54:34,4m - 28.774s,INCOMPLETE
,,,,,,,
Test Cases/Wishlist/Wishlist,,,,2019-11-11 16:50:08,2019-11-11 16:52:03,1m - 55.257s,PASSED
Start listener action : executeRows,,,,2019-11-11 16:50:08,2019-11-11 16:50:12,3.669s,PASSED
"startApplication(""C:/Users/Marvin/Documents/GitHub/ACCBid-Mobile/accbid.apk"", false)",,,,2019-11-11 16:50:14,2019-11-11 16:50:58,44.271s,PASSED
"if (verifyElementText(findTestObject(""Wishlist/BID1""), BIDDING, OPTIONAL))",,,,2019-11-11 16:50:58,2019-11-11 16:51:08,10.487s,PASSED
"tap(findTestObject(""Wishlist/AddWishList""), 0)",,,,2019-11-11 16:51:08,2019-11-11 16:51:15,7.160s,PASSED
pressBack(),,,,2019-11-11 16:51:15,2019-11-11 16:51:16,0.874s,PASSED
"tap(findTestObject(""Wishlist/Btn_Wishlist""), 0)",,,,2019-11-11 16:51:16,2019-11-11 16:51:22,5.963s,PASSED
"tap(findTestObject(""Wishlist/FilterUrutkanBTN""), 0)",,,,2019-11-11 16:51:22,2019-11-11 16:51:45,22.990s,PASSED
"if (Urutkan == ""Waktu Berakhir"")",,,,2019-11-11 16:51:45,2019-11-11 16:51:45,0.003s,PASSED
"else if (Urutkan == ""Harga Terendah"")",,,,2019-11-11 16:51:45,2019-11-11 16:51:49,3.511s,PASSED
delay(2),,,,2019-11-11 16:51:49,2019-11-11 16:51:51,2.120s,PASSED
"if (LelangTerbuka == ""true"")",,,,2019-11-11 16:51:51,2019-11-11 16:51:55,3.774s,PASSED
"if (LelangTertutup == ""true"")",,,,2019-11-11 16:51:55,2019-11-11 16:51:55,0.000s,PASSED
"if (SedangBerlangsung == ""true"")",,,,2019-11-11 16:51:55,2019-11-11 16:51:55,0.013s,PASSED
"if (AkanDatang == ""true"")",,,,2019-11-11 16:51:55,2019-11-11 16:51:58,3.071s,PASSED
"tap(findTestObject(""Wishlist/BtnApply""), 0)",,,,2019-11-11 16:51:58,2019-11-11 16:52:03,5.250s,PASSED
"switch (""Result"")",,,,2019-11-11 16:52:03,2019-11-11 16:52:03,0.001s,PASSED
Start listener action : addFailedTCToList,,,,2019-11-11 16:52:03,2019-11-11 16:52:03,0.005s,PASSED
,,,,,,,
Test Cases/Wishlist/Wishlist,,,,2019-11-11 16:52:03,2019-11-11 16:53:47,1m - 43.460s,PASSED
Start listener action : executeRows,,,,2019-11-11 16:52:04,2019-11-11 16:52:04,0.227s,PASSED
"startApplication(""C:/Users/Marvin/Documents/GitHub/ACCBid-Mobile/accbid.apk"", false)",,,,2019-11-11 16:52:04,2019-11-11 16:52:31,26.848s,PASSED
"if (verifyElementText(findTestObject(""Wishlist/BID1""), BIDDING, OPTIONAL))",,,,2019-11-11 16:52:31,2019-11-11 16:52:43,12.304s,PASSED
"else if (verifyElementText(findTestObject(""Wishlist/BID2""), BIDDING, OPTIONAL))",,,,2019-11-11 16:52:43,2019-11-11 16:52:45,2.487s,PASSED
"tap(findTestObject(""Wishlist/AddWishList""), 0)",,,,2019-11-11 16:52:45,2019-11-11 16:52:49,3.562s,PASSED
pressBack(),,,,2019-11-11 16:52:49,2019-11-11 16:52:50,0.709s,PASSED
"tap(findTestObject(""Wishlist/Btn_Wishlist""), 0)",,,,2019-11-11 16:52:50,2019-11-11 16:52:55,5.484s,PASSED
"tap(findTestObject(""Wishlist/FilterUrutkanBTN""), 0)",,,,2019-11-11 16:52:55,2019-11-11 16:53:34,39.213s,PASSED
"if (Urutkan == ""Waktu Berakhir"")",,,,2019-11-11 16:53:34,2019-11-11 16:53:34,0.003s,PASSED
"else if (Urutkan == ""Harga Terendah"")",,,,2019-11-11 16:53:34,2019-11-11 16:53:34,0.000s,PASSED
"else if (Urutkan == ""Harga Tertinggi"")",,,,2019-11-11 16:53:34,2019-11-11 16:53:38,3.732s,PASSED
delay(2),,,,2019-11-11 16:53:38,2019-11-11 16:53:40,2.002s,PASSED
"if (LelangTerbuka == ""true"")",,,,2019-11-11 16:53:40,2019-11-11 16:53:40,0.001s,PASSED
"if (LelangTertutup == ""true"")",,,,2019-11-11 16:53:40,2019-11-11 16:53:40,0.000s,PASSED
"if (SedangBerlangsung == ""true"")",,,,2019-11-11 16:53:40,2019-11-11 16:53:43,3.188s,PASSED
"if (AkanDatang == ""true"")",,,,2019-11-11 16:53:43,2019-11-11 16:53:43,0.001s,PASSED
"tap(findTestObject(""Wishlist/BtnApply""), 0)",,,,2019-11-11 16:53:43,2019-11-11 16:53:47,3.576s,PASSED
"switch (""Result"")",,,,2019-11-11 16:53:47,2019-11-11 16:53:47,0.000s,PASSED
Start listener action : addFailedTCToList,,,,2019-11-11 16:53:47,2019-11-11 16:53:47,0.001s,PASSED
,,,,,,,
Test Cases/Wishlist/Wishlist,,,,2019-11-11 16:53:47,2019-11-11 16:54:34,46.886s,FAILED
Start listener action : executeRows,,,,2019-11-11 16:53:47,2019-11-11 16:53:48,0.118s,PASSED
"startApplication(""C:/Users/Marvin/Documents/GitHub/ACCBid-Mobile/accbid.apk"", false)",,,,2019-11-11 16:53:48,2019-11-11 16:54:14,25.906s,PASSED
"if (verifyElementText(findTestObject(""Wishlist/BID1""), BIDDING, OPTIONAL))",,,,2019-11-11 16:54:14,2019-11-11 16:54:34,20.675s,FAILED
Start listener action : addFailedTCToList,,,,2019-11-11 16:54:34,2019-11-11 16:54:34,0.000s,PASSED
