Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Lelang,,,,2019-11-07 11:12:33,2019-11-07 11:14:38,2m - 4.824s,INCOMPLETE
,,,,,,,
Test Cases/Lelang/Lelang,,,,2019-11-07 11:12:35,2019-11-07 11:13:54,1m - 19.021s,PASSED
Start listener action : executeRows,,,,2019-11-07 11:12:35,2019-11-07 11:12:37,2.056s,PASSED
"startApplication(""C:/Users/Marvin/Documents/GitHub/ACCBid-Mobile/accbid.apk"", false)",,,,2019-11-07 11:12:39,2019-11-07 11:13:16,37.378s,PASSED
"tap(findTestObject(""Lelang/Btn_Lihat_Semua""), 0)",,,,2019-11-07 11:13:16,2019-11-07 11:13:22,6.214s,PASSED
"if (JenisLelang == ""Tes"")",,,,2019-11-07 11:13:22,2019-11-07 11:13:22,0.001s,PASSED
"else if (JenisLelang == ""Astria"")",,,,2019-11-07 11:13:22,2019-11-07 11:13:22,0.000s,PASSED
"else if (JenisLelang == ""IBID"")",,,,2019-11-07 11:13:22,2019-11-07 11:13:26,3.711s,PASSED
"tap(findTestObject(""Lelang/DropDownLokasi""), 0)",,,,2019-11-07 11:13:26,2019-11-07 11:13:30,3.756s,PASSED
"setText(findTestObject(""Lelang/DropDownLokasi""), Lokasi, 0)",,,,2019-11-07 11:13:30,2019-11-07 11:13:33,2.935s,PASSED
"tap(findTestObject(""Lelang/Click"", [""text"":Lokasi]), 0)",,,,2019-11-07 11:13:33,2019-11-07 11:13:37,3.651s,PASSED
"tap(findTestObject(""Lelang/MonthTap""), 0)",,,,2019-11-07 11:13:37,2019-11-07 11:13:39,2.878s,PASSED
"tap(findTestObject(""Lelang/MonthRadio"", [""text"":Bulan]), 0)",,,,2019-11-07 11:13:39,2019-11-07 11:13:42,2.514s,PASSED
"tap(findTestObject(""Lelang/YearTap""), 0)",,,,2019-11-07 11:13:42,2019-11-07 11:13:45,2.925s,PASSED
"tap(findTestObject(""Lelang/MonthRadio"", [""text"":Tahun]), 0)",,,,2019-11-07 11:13:45,2019-11-07 11:13:47,2.031s,PASSED
"tap(findTestObject(""Lelang/TapTanggal"", [""text"":Tanggal]), 0)",,,,2019-11-07 11:13:47,2019-11-07 11:13:50,3.616s,PASSED
"if (verifyElementText(findTestObject(""Lelang/LelangDetail""), Event, OPTIONAL))",,,,2019-11-07 11:13:50,2019-11-07 11:13:54,3.303s,PASSED
"switch (""Result"")",,,,2019-11-07 11:13:54,2019-11-07 11:13:54,0.000s,PASSED
Start listener action : addFailedTCToList,,,,2019-11-07 11:13:54,2019-11-07 11:13:54,0.002s,PASSED
,,,,,,,
Test Cases/Lelang/Lelang,,,,2019-11-07 11:13:54,2019-11-07 11:14:38,43.922s,FAILED
Start listener action : executeRows,,,,2019-11-07 11:13:54,2019-11-07 11:13:54,0.181s,PASSED
"startApplication(""C:/Users/Marvin/Documents/GitHub/ACCBid-Mobile/accbid.apk"", false)",,,,2019-11-07 11:13:54,2019-11-07 11:14:19,24.831s,PASSED
"tap(findTestObject(""Lelang/Btn_Lihat_Semua""), 0)",,,,2019-11-07 11:14:19,2019-11-07 11:14:26,7.062s,PASSED
"if (JenisLelang == ""Tes"")",,,,2019-11-07 11:14:26,2019-11-07 11:14:26,0.000s,PASSED
"else if (JenisLelang == ""Astria"")",,,,2019-11-07 11:14:26,2019-11-07 11:14:26,0.002s,PASSED
"else if (JenisLelang == ""IBID"")",,,,2019-11-07 11:14:26,2019-11-07 11:14:30,3.815s,PASSED
"tap(findTestObject(""Lelang/DropDownLokasi""), 0)",,,,2019-11-07 11:14:30,2019-11-07 11:14:34,3.869s,PASSED
"setText(findTestObject(""Lelang/DropDownLokasi""), Lokasi, 0)",,,,2019-11-07 11:14:34,2019-11-07 11:14:38,4.043s,FAILED
Start listener action : addFailedTCToList,,,,2019-11-07 11:14:38,2019-11-07 11:14:38,0.000s,PASSED
