Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Penarikan,,,,2019-11-11 16:06:38,2019-11-11 16:07:36,57.784s,INCOMPLETE
,,,,,,,
Test Cases/TopUP/Penarikan,,,,2019-11-11 16:06:39,2019-11-11 16:07:36,56.282s,PASSED
Start listener action : executeRows,,,,2019-11-11 16:06:40,2019-11-11 16:06:42,2.219s,PASSED
"startApplication(""C:/Users/Marvin/git/ACCBid-Mobile/accbid.apk"", false)",,,,2019-11-11 16:06:43,2019-11-11 16:07:20,36.462s,PASSED
"tap(findTestObject(""TopUP/BTN_Deposit""), 0)",,,,2019-11-11 16:07:20,2019-11-11 16:07:28,8.025s,PASSED
"tap(findTestObject(""TopUP/Penarikan/Btn_Penarikan""), 0)",,,,2019-11-11 16:07:28,2019-11-11 16:07:31,3.500s,PASSED
"setText(findTestObject(""TopUP/Penarikan/Nominal""), Nominal, 0)",,,,2019-11-11 16:07:31,2019-11-11 16:07:33,2.007s,PASSED
"if (verifyElementVisible(findTestObject(""TopUP/Penarikan/PopUpKelipatan""), 3, OPTIONAL))",,,,2019-11-11 16:07:33,2019-11-11 16:07:36,2.654s,PASSED
"switch (""Result"")",,,,2019-11-11 16:07:36,2019-11-11 16:07:36,0.000s,PASSED
Start listener action : addFailedTCToList,,,,2019-11-11 16:07:36,2019-11-11 16:07:36,0.011s,PASSED
