Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Kalkulator,,,,2019-11-07 11:40:36,2019-11-07 11:42:41,2m - 4.781s,INCOMPLETE
,,,,,,,
Test Cases/Kalkulator/Kalkulator,,,,2019-11-07 11:40:38,2019-11-07 11:41:53,1m - 15.340s,PASSED
Start listener action : executeRows,,,,2019-11-07 11:40:38,2019-11-07 11:40:41,2.340s,PASSED
"startApplication(""C:/Users/Marvin/git/ACCBid-Mobile/accbid.apk"", false)",,,,2019-11-07 11:40:42,2019-11-07 11:41:18,36.196s,PASSED
"tap(findTestObject(""Kalkulator/BTN_Kalkulator""), 0)",,,,2019-11-07 11:41:18,2019-11-07 11:41:24,5.421s,PASSED
"setText(findTestObject(""Kalkulator/HargaUnit""), HargaUnit, 0)",,,,2019-11-07 11:41:24,2019-11-07 11:41:27,3.510s,PASSED
"if (varPeriode == ""12"")",,,,2019-11-07 11:41:27,2019-11-07 11:41:27,0.004s,PASSED
"else if (varPeriode == ""24"")",,,,2019-11-07 11:41:27,2019-11-07 11:41:27,0.000s,PASSED
"else if (varPeriode == ""36"")",,,,2019-11-07 11:41:27,2019-11-07 11:41:28,0.355s,PASSED
"setText(findTestObject(""Kalkulator/UangMukaRP""), UangMukaRp, 0)",,,,2019-11-07 11:41:28,2019-11-07 11:41:30,2.903s,PASSED
"if (verifyElementVisible(findTestObject(""Kalkulator/MinimalUangMuka""), 3, OPTIONAL))",,,,2019-11-07 11:41:30,2019-11-07 11:41:35,4.588s,PASSED
else,,,,2019-11-07 11:41:35,2019-11-07 11:41:53,17.972s,PASSED
"switch (""Result"")",,,,2019-11-07 11:41:53,2019-11-07 11:41:53,0.000s,PASSED
Start listener action : addFailedTCToList,,,,2019-11-07 11:41:53,2019-11-07 11:41:53,0.000s,PASSED
,,,,,,,
Test Cases/Kalkulator/Kalkulator,,,,2019-11-07 11:41:53,2019-11-07 11:42:41,47.400s,PASSED
Start listener action : executeRows,,,,2019-11-07 11:41:54,2019-11-07 11:41:54,0.229s,PASSED
"startApplication(""C:/Users/Marvin/git/ACCBid-Mobile/accbid.apk"", false)",,,,2019-11-07 11:41:54,2019-11-07 11:42:19,24.880s,PASSED
"tap(findTestObject(""Kalkulator/BTN_Kalkulator""), 0)",,,,2019-11-07 11:42:19,2019-11-07 11:42:24,5.747s,PASSED
"setText(findTestObject(""Kalkulator/HargaUnit""), HargaUnit, 0)",,,,2019-11-07 11:42:24,2019-11-07 11:42:28,3.518s,PASSED
"if (varPeriode == ""12"")",,,,2019-11-07 11:42:28,2019-11-07 11:42:28,0.001s,PASSED
"else if (varPeriode == ""24"")",,,,2019-11-07 11:42:28,2019-11-07 11:42:28,0.000s,PASSED
"else if (varPeriode == ""36"")",,,,2019-11-07 11:42:28,2019-11-07 11:42:28,0.000s,PASSED
"else if (varPeriode == ""48"")",,,,2019-11-07 11:42:28,2019-11-07 11:42:28,0.000s,PASSED
"else if (varPeriode == ""60"")",,,,2019-11-07 11:42:28,2019-11-07 11:42:28,0.277s,PASSED
"setText(findTestObject(""Kalkulator/UangMukaRP""), UangMukaRp, 0)",,,,2019-11-07 11:42:28,2019-11-07 11:42:31,2.808s,PASSED
"if (verifyElementVisible(findTestObject(""Kalkulator/MinimalUangMuka""), 3, OPTIONAL))",,,,2019-11-07 11:42:31,2019-11-07 11:42:41,9.821s,PASSED
"switch (""Result"")",,,,2019-11-07 11:42:41,2019-11-07 11:42:41,0.001s,PASSED
Start listener action : addFailedTCToList,,,,2019-11-07 11:42:41,2019-11-07 11:42:41,0.000s,PASSED
