Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Kalkulator,,,,2019-10-31 09:25:59,2019-10-31 09:26:55,56.226s,INCOMPLETE
,,,,,,,
Test Cases/Kalkulator/Kalkulator,,,,2019-10-31 09:26:00,2019-10-31 09:26:55,54.566s,ERROR
"startApplication(""C:/Users/Marvin/git/ACCBid-Mobile/accbid.apk"", false)",,,,2019-10-31 09:26:02,2019-10-31 09:26:36,33.810s,PASSED
"tap(findTestObject(""Kalkulator/BTN_Kalkulator""), 0)",,,,2019-10-31 09:26:36,2019-10-31 09:26:44,7.931s,PASSED
"setText(findTestObject(""Kalkulator/HargaUnit""), HargaUnit, 0)",,,,2019-10-31 09:26:44,2019-10-31 09:26:47,2.588s,PASSED
"if (varPeriode == ""12"")",,,,2019-10-31 09:26:47,2019-10-31 09:26:47,0.004s,PASSED
"else if (varPeriode == ""24"")",,,,2019-10-31 09:26:47,2019-10-31 09:26:47,0.000s,PASSED
"else if (varPeriode == ""36"")",,,,2019-10-31 09:26:47,2019-10-31 09:26:47,0.362s,PASSED
"setText(findTestObject(""Kalkulator/UangMuka""), UangMuka, 0)",,,,2019-10-31 09:26:47,2019-10-31 09:26:50,2.537s,PASSED
"tap(findTestObject(""Kalkulator/DropDownAreaPengajuan""), 0)",,,,2019-10-31 09:26:50,2019-10-31 09:26:53,3.170s,PASSED
"tap(findTestObject(""Kalkulator/Click"", [""text"":varAreaPengajuan]), 0)",,,,2019-10-31 09:26:53,2019-10-31 09:26:55,2.102s,PASSED
"mobile.swiping.UpDown(86, 2185, 86, 2185)",,,,2019-10-31 09:26:55,2019-10-31 09:26:55,0.111s,ERROR
