Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Kalkulator,,,,2019-11-07 11:43:06,2019-11-07 11:45:14,2m - 8.678s,INCOMPLETE
,,,,,,,
Test Cases/Kalkulator/Kalkulator,,,,2019-11-07 11:43:07,2019-11-07 11:44:23,1m - 16.117s,PASSED
Start listener action : executeRows,,,,2019-11-07 11:43:08,2019-11-07 11:43:10,2.012s,PASSED
"startApplication(""C:/Users/Marvin/git/ACCBid-Mobile/accbid.apk"", false)",,,,2019-11-07 11:43:11,2019-11-07 11:43:49,37.879s,PASSED
"tap(findTestObject(""Kalkulator/BTN_Kalkulator""), 0)",,,,2019-11-07 11:43:49,2019-11-07 11:43:55,5.960s,PASSED
"setText(findTestObject(""Kalkulator/HargaUnit""), HargaUnit, 0)",,,,2019-11-07 11:43:55,2019-11-07 11:43:58,3.472s,PASSED
"if (varPeriode == ""12"")",,,,2019-11-07 11:43:58,2019-11-07 11:43:58,0.005s,PASSED
"else if (varPeriode == ""24"")",,,,2019-11-07 11:43:58,2019-11-07 11:43:58,0.001s,PASSED
"else if (varPeriode == ""36"")",,,,2019-11-07 11:43:58,2019-11-07 11:43:59,0.336s,PASSED
"setText(findTestObject(""Kalkulator/UangMukaRP""), UangMukaRp, 0)",,,,2019-11-07 11:43:59,2019-11-07 11:44:01,2.919s,PASSED
"if (verifyElementVisible(findTestObject(""Kalkulator/MinimalUangMuka""), 3, OPTIONAL))",,,,2019-11-07 11:44:01,2019-11-07 11:44:06,4.682s,PASSED
else,,,,2019-11-07 11:44:06,2019-11-07 11:44:23,17.068s,PASSED
"switch (""Result"")",,,,2019-11-07 11:44:23,2019-11-07 11:44:23,0.002s,PASSED
Start listener action : addFailedTCToList,,,,2019-11-07 11:44:23,2019-11-07 11:44:23,0.000s,PASSED
,,,,,,,
Test Cases/Kalkulator/Kalkulator,,,,2019-11-07 11:44:24,2019-11-07 11:45:14,50.681s,PASSED
Start listener action : executeRows,,,,2019-11-07 11:44:24,2019-11-07 11:44:24,0.180s,PASSED
"startApplication(""C:/Users/Marvin/git/ACCBid-Mobile/accbid.apk"", false)",,,,2019-11-07 11:44:24,2019-11-07 11:44:50,25.851s,PASSED
"tap(findTestObject(""Kalkulator/BTN_Kalkulator""), 0)",,,,2019-11-07 11:44:50,2019-11-07 11:45:00,9.806s,PASSED
"setText(findTestObject(""Kalkulator/HargaUnit""), HargaUnit, 0)",,,,2019-11-07 11:45:00,2019-11-07 11:45:02,2.384s,PASSED
"if (varPeriode == ""12"")",,,,2019-11-07 11:45:02,2019-11-07 11:45:02,0.001s,PASSED
"else if (varPeriode == ""24"")",,,,2019-11-07 11:45:02,2019-11-07 11:45:02,0.000s,PASSED
"else if (varPeriode == ""36"")",,,,2019-11-07 11:45:02,2019-11-07 11:45:02,0.000s,PASSED
"else if (varPeriode == ""48"")",,,,2019-11-07 11:45:02,2019-11-07 11:45:02,0.000s,PASSED
"else if (varPeriode == ""60"")",,,,2019-11-07 11:45:02,2019-11-07 11:45:02,0.309s,PASSED
"setText(findTestObject(""Kalkulator/UangMukaRP""), UangMukaRp, 0)",,,,2019-11-07 11:45:02,2019-11-07 11:45:05,2.980s,PASSED
"if (verifyElementVisible(findTestObject(""Kalkulator/MinimalUangMuka""), 3, OPTIONAL))",,,,2019-11-07 11:45:05,2019-11-07 11:45:14,9.054s,PASSED
"switch (""Result"")",,,,2019-11-07 11:45:14,2019-11-07 11:45:14,0.001s,PASSED
Start listener action : addFailedTCToList,,,,2019-11-07 11:45:14,2019-11-07 11:45:14,0.000s,PASSED
