Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TOPUP,,,,2019-10-31 11:03:02,2019-10-31 11:04:22,1m - 20.152s,INCOMPLETE
,,,,,,,
Test Cases/TopUP/TopUP,,,,2019-10-31 11:03:03,2019-10-31 11:04:22,1m - 18.941s,PASSED
"startApplication(""C:/Users/Marvin/git/ACCBid-Mobile/accbid.apk"", false)",,,,2019-10-31 11:03:04,2019-10-31 11:03:44,39.788s,PASSED
getDeviceHeight(),,,,2019-10-31 11:03:44,2019-10-31 11:03:45,0.965s,PASSED
getDeviceWidth(),,,,2019-10-31 11:03:45,2019-10-31 11:03:46,0.773s,PASSED
"tap(findTestObject(""TopUP/BTN_Deposit""), 0)",,,,2019-10-31 11:03:46,2019-10-31 11:03:51,5.679s,PASSED
"tap(findTestObject(""TopUP/Btn_TopUP""), 0)",,,,2019-10-31 11:03:51,2019-10-31 11:03:55,4.108s,PASSED
"setText(findTestObject(""TopUP/InputNominal""), varTopUP, 0)",,,,2019-10-31 11:03:55,2019-10-31 11:03:58,2.167s,PASSED
"tap(findTestObject(""TopUP/DropDownBank""), 0)",,,,2019-10-31 11:03:58,2019-10-31 11:04:00,2.143s,PASSED
"tap(findTestObject(""Kalkulator/Click"", [""text"":varBank]), 0)",,,,2019-10-31 11:04:00,2019-10-31 11:04:02,2.189s,PASSED
"tap(findTestObject(""TopUP/BtnLanjut""), 0)",,,,2019-10-31 11:04:02,2019-10-31 11:04:04,2.043s,PASSED
"tap(findTestObject(""TopUP/Btn_View""), 0)",,,,2019-10-31 11:04:04,2019-10-31 11:04:11,7.243s,PASSED
"tap(findTestObject(""TopUP/CloseBtn""), 0)",,,,2019-10-31 11:04:11,2019-10-31 11:04:14,2.375s,PASSED
"tap(findTestObject(""TopUP/BankTransferDrop""), 0)",,,,2019-10-31 11:04:14,2019-10-31 11:04:16,2.345s,PASSED
"tap(findTestObject(""TopUP/BCAPaymentButton""), 0)",,,,2019-10-31 11:04:16,2019-10-31 11:04:19,2.998s,PASSED
"ScrollUpDown.UpDown(52, 1891, 52, 1891)",,,,2019-10-31 11:04:19,2019-10-31 11:04:22,3.042s,PASSED
