Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Kalkulator,,,,2019-10-31 09:33:42,2019-10-31 09:34:48,1m - 5.707s,INCOMPLETE
,,,,,,,
Test Cases/Kalkulator/Kalkulator,,,,2019-10-31 09:33:44,2019-10-31 09:34:48,1m - 4.192s,PASSED
"startApplication(""C:/Users/Marvin/git/ACCBid-Mobile/accbid.apk"", false)",,,,2019-10-31 09:33:45,2019-10-31 09:34:19,34.176s,PASSED
"tap(findTestObject(""Kalkulator/BTN_Kalkulator""), 0)",,,,2019-10-31 09:34:19,2019-10-31 09:34:26,6.334s,PASSED
"setText(findTestObject(""Kalkulator/HargaUnit""), HargaUnit, 0)",,,,2019-10-31 09:34:26,2019-10-31 09:34:29,3.326s,PASSED
"if (varPeriode == ""12"")",,,,2019-10-31 09:34:29,2019-10-31 09:34:29,0.001s,PASSED
"else if (varPeriode == ""24"")",,,,2019-10-31 09:34:29,2019-10-31 09:34:29,0.000s,PASSED
"else if (varPeriode == ""36"")",,,,2019-10-31 09:34:29,2019-10-31 09:34:29,0.353s,PASSED
"setText(findTestObject(""Kalkulator/UangMuka""), UangMuka, 0)",,,,2019-10-31 09:34:29,2019-10-31 09:34:32,2.783s,PASSED
"tap(findTestObject(""Kalkulator/DropDownAreaPengajuan""), 0)",,,,2019-10-31 09:34:32,2019-10-31 09:34:35,2.646s,PASSED
"tap(findTestObject(""Kalkulator/Click"", [""text"":varAreaPengajuan]), 0)",,,,2019-10-31 09:34:35,2019-10-31 09:34:37,2.295s,PASSED
"ScrollUpDown.UpDown(86, 2185, 86, 2185)",,,,2019-10-31 09:34:37,2019-10-31 09:34:40,2.983s,PASSED
"tap(findTestObject(""Kalkulator/DropDownCabang""), 0)",,,,2019-10-31 09:34:40,2019-10-31 09:34:42,1.859s,PASSED
"tap(findTestObject(""Kalkulator/Click"", [""text"":varCabang]), 0)",,,,2019-10-31 09:34:42,2019-10-31 09:34:44,2.185s,PASSED
"if (varPembayaran == ""Tunai"")",,,,2019-10-31 09:34:44,2019-10-31 09:34:46,1.869s,PASSED
"if (varCreditProtection == ""Ya"")",,,,2019-10-31 09:34:46,2019-10-31 09:34:46,0.001s,PASSED
"else if (varCreditProtection == ""Tidak"")",,,,2019-10-31 09:34:46,2019-10-31 09:34:48,1.974s,PASSED
