Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Lelang,,,,2019-11-07 11:21:40,2019-11-07 11:25:14,3m - 34.176s,INCOMPLETE
,,,,,,,
Test Cases/Lelang/Lelang,,,,2019-11-07 11:21:42,2019-11-07 11:23:06,1m - 23.942s,PASSED
Start listener action : executeRows,,,,2019-11-07 11:21:42,2019-11-07 11:21:44,2.044s,PASSED
"startApplication(""C:/Users/Marvin/Documents/GitHub/ACCBid-Mobile/accbid.apk"", false)",,,,2019-11-07 11:21:46,2019-11-07 11:22:25,39.217s,PASSED
"tap(findTestObject(""Lelang/Btn_Lihat_Semua""), 0)",,,,2019-11-07 11:22:25,2019-11-07 11:22:32,7.174s,PASSED
"if (JenisLelang == ""Tes"")",,,,2019-11-07 11:22:32,2019-11-07 11:22:32,0.000s,PASSED
"else if (JenisLelang == ""Astria"")",,,,2019-11-07 11:22:32,2019-11-07 11:22:32,0.000s,PASSED
"else if (JenisLelang == ""IBID"")",,,,2019-11-07 11:22:32,2019-11-07 11:22:36,4.034s,PASSED
"tap(findTestObject(""Lelang/DropDownLokasi""), 0)",,,,2019-11-07 11:22:36,2019-11-07 11:22:40,4.330s,PASSED
"setText(findTestObject(""Lelang/DropDownLokasi""), Lokasi, 0)",,,,2019-11-07 11:22:40,2019-11-07 11:22:43,2.843s,PASSED
"tap(findTestObject(""Lelang/Click"", [""text"":Lokasi]), 0)",,,,2019-11-07 11:22:43,2019-11-07 11:22:47,4.164s,PASSED
"tap(findTestObject(""Lelang/MonthTap""), 0)",,,,2019-11-07 11:22:47,2019-11-07 11:22:50,2.648s,PASSED
"tap(findTestObject(""Lelang/MonthRadio"", [""text"":Bulan]), 0)",,,,2019-11-07 11:22:50,2019-11-07 11:22:52,2.404s,PASSED
"tap(findTestObject(""Lelang/YearTap""), 0)",,,,2019-11-07 11:22:52,2019-11-07 11:22:55,2.356s,PASSED
"tap(findTestObject(""Lelang/MonthRadio"", [""text"":Tahun]), 0)",,,,2019-11-07 11:22:55,2019-11-07 11:22:57,2.200s,PASSED
"tap(findTestObject(""Lelang/TapTanggal"", [""text"":Tanggal]), 0)",,,,2019-11-07 11:22:57,2019-11-07 11:23:00,3.386s,PASSED
"if (verifyElementText(findTestObject(""Lelang/LelangDetail""), Event, OPTIONAL))",,,,2019-11-07 11:23:00,2019-11-07 11:23:06,5.335s,PASSED
"switch (""Result"")",,,,2019-11-07 11:23:06,2019-11-07 11:23:06,0.000s,PASSED
Start listener action : addFailedTCToList,,,,2019-11-07 11:23:06,2019-11-07 11:23:06,0.002s,PASSED
,,,,,,,
Test Cases/Lelang/Lelang,,,,2019-11-07 11:23:06,2019-11-07 11:25:14,2m - 8.152s,PASSED
Start listener action : executeRows,,,,2019-11-07 11:23:06,2019-11-07 11:23:06,0.164s,PASSED
"startApplication(""C:/Users/Marvin/Documents/GitHub/ACCBid-Mobile/accbid.apk"", false)",,,,2019-11-07 11:23:06,2019-11-07 11:23:33,26.872s,PASSED
"tap(findTestObject(""Lelang/Btn_Lihat_Semua""), 0)",,,,2019-11-07 11:23:33,2019-11-07 11:23:40,6.771s,PASSED
"if (JenisLelang == ""Tes"")",,,,2019-11-07 11:23:40,2019-11-07 11:23:40,0.001s,PASSED
"else if (JenisLelang == ""Astria"")",,,,2019-11-07 11:23:40,2019-11-07 11:23:40,0.000s,PASSED
"else if (JenisLelang == ""IBID"")",,,,2019-11-07 11:23:40,2019-11-07 11:23:43,3.428s,PASSED
"tap(findTestObject(""Lelang/DropDownLokasi""), 0)",,,,2019-11-07 11:23:43,2019-11-07 11:23:47,3.941s,PASSED
"setText(findTestObject(""Lelang/DropDownLokasi""), Lokasi, 0)",,,,2019-11-07 11:23:47,2019-11-07 11:23:51,3.222s,PASSED
"tap(findTestObject(""Lelang/Click"", [""text"":Lokasi]), 0)",,,,2019-11-07 11:23:51,2019-11-07 11:23:54,3.418s,PASSED
"tap(findTestObject(""Lelang/MonthTap""), 0)",,,,2019-11-07 11:23:54,2019-11-07 11:23:57,2.983s,PASSED
"tap(findTestObject(""Lelang/MonthRadio"", [""text"":Bulan]), 0)",,,,2019-11-07 11:23:57,2019-11-07 11:23:59,2.495s,PASSED
"tap(findTestObject(""Lelang/YearTap""), 0)",,,,2019-11-07 11:23:59,2019-11-07 11:24:03,3.158s,PASSED
"tap(findTestObject(""Lelang/MonthRadio"", [""text"":Tahun]), 0)",,,,2019-11-07 11:24:03,2019-11-07 11:24:05,2.177s,PASSED
"tap(findTestObject(""Lelang/TapTanggal"", [""text"":Tanggal]), 0)",,,,2019-11-07 11:24:05,2019-11-07 11:24:08,2.837s,PASSED
"if (verifyElementText(findTestObject(""Lelang/LelangDetail""), Event, OPTIONAL))",,,,2019-11-07 11:24:08,2019-11-07 11:25:09,1m - 1.356s,PASSED
else,,,,2019-11-07 11:25:09,2019-11-07 11:25:14,5.202s,PASSED
"switch (""Result"")",,,,2019-11-07 11:25:14,2019-11-07 11:25:14,0.002s,PASSED
Start listener action : addFailedTCToList,,,,2019-11-07 11:25:14,2019-11-07 11:25:14,0.001s,PASSED
