Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TOPUP,,,,2019-11-06 11:14:44,2019-11-06 11:16:32,1m - 48.661s,INCOMPLETE
,,,,,,,
Test Cases/TopUP/TopUP,,,,2019-11-06 11:14:45,2019-11-06 11:16:02,1m - 17.228s,FAILED
Start listener action : executeRows,,,,2019-11-06 11:14:45,2019-11-06 11:14:48,2.385s,PASSED
"startApplication(""C:/Users/Marvin/git/ACCBid-Mobile/accbid.apk"", false)",,,,2019-11-06 11:14:49,2019-11-06 11:15:28,39.128s,PASSED
getDeviceHeight(),,,,2019-11-06 11:15:28,2019-11-06 11:15:29,1.052s,PASSED
getDeviceWidth(),,,,2019-11-06 11:15:29,2019-11-06 11:15:30,0.745s,PASSED
"tap(findTestObject(""TopUP/BTN_Deposit""), 0)",,,,2019-11-06 11:15:30,2019-11-06 11:15:36,5.838s,PASSED
"tap(findTestObject(""TopUP/Btn_TopUP""), 0)",,,,2019-11-06 11:15:36,2019-11-06 11:15:39,3.421s,PASSED
"setText(findTestObject(""TopUP/InputNominal""), varTopUP, 0)",,,,2019-11-06 11:15:39,2019-11-06 11:15:41,2.087s,PASSED
"tap(findTestObject(""TopUP/DropDownBank""), 0)",,,,2019-11-06 11:15:41,2019-11-06 11:15:43,2.169s,PASSED
"if (verifyElementVisible(findTestObject(""TopUP/NotifKelipatan""), 3, OPTIONAL))",,,,2019-11-06 11:15:43,2019-11-06 11:15:50,6.480s,PASSED
else,,,,2019-11-06 11:15:50,2019-11-06 11:16:02,12.655s,FAILED
Start listener action : addFailedTCToList,,,,2019-11-06 11:16:02,2019-11-06 11:16:02,0.006s,PASSED
,,,,,,,
Test Cases/TopUP/TopUP,,,,2019-11-06 11:16:03,2019-11-06 11:16:32,29.604s,FAILED
Start listener action : executeRows,,,,2019-11-06 11:16:03,2019-11-06 11:16:03,0.142s,PASSED
"startApplication(""C:/Users/Marvin/git/ACCBid-Mobile/accbid.apk"", false)",,,,2019-11-06 11:16:03,2019-11-06 11:16:30,26.466s,PASSED
getDeviceHeight(),,,,2019-11-06 11:16:30,2019-11-06 11:16:30,0.944s,PASSED
getDeviceWidth(),,,,2019-11-06 11:16:30,2019-11-06 11:16:32,1.980s,FAILED
Start listener action : addFailedTCToList,,,,2019-11-06 11:16:32,2019-11-06 11:16:32,0.003s,PASSED
