Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
WishList,,,,2019-11-11 16:30:52,2019-11-11 16:35:25,4m - 33.724s,INCOMPLETE
,,,,,,,
Test Cases/Wishlist/Wishlist,,,,2019-11-11 16:30:53,2019-11-11 16:32:44,1m - 51.418s,PASSED
Start listener action : executeRows,,,,2019-11-11 16:30:53,2019-11-11 16:30:55,2.031s,PASSED
"startApplication(""C:/Users/Marvin/Documents/GitHub/ACCBid-Mobile/accbid.apk"", false)",,,,2019-11-11 16:30:57,2019-11-11 16:31:39,42.834s,PASSED
"if (verifyElementText(findTestObject(""Wishlist/BID1""), BIDDING, OPTIONAL))",,,,2019-11-11 16:31:39,2019-11-11 16:31:49,9.896s,PASSED
"tap(findTestObject(""Wishlist/AddWishList""), 0)",,,,2019-11-11 16:31:49,2019-11-11 16:31:56,6.294s,PASSED
pressBack(),,,,2019-11-11 16:31:56,2019-11-11 16:31:57,1.081s,PASSED
"tap(findTestObject(""Wishlist/Btn_Wishlist""), 0)",,,,2019-11-11 16:31:57,2019-11-11 16:32:04,6.821s,PASSED
"tap(findTestObject(""Wishlist/FilterUrutkanBTN""), 0)",,,,2019-11-11 16:32:04,2019-11-11 16:32:29,25.641s,PASSED
"if (Urutkan == ""Waktu Berakhir"")",,,,2019-11-11 16:32:29,2019-11-11 16:32:29,0.003s,PASSED
"else if (Urutkan == ""Harga Terendah"")",,,,2019-11-11 16:32:29,2019-11-11 16:32:32,2.826s,PASSED
delay(2),,,,2019-11-11 16:32:32,2019-11-11 16:32:34,2.051s,PASSED
"if (LelangTerbuka == ""true"")",,,,2019-11-11 16:32:34,2019-11-11 16:32:38,3.723s,PASSED
"if (LelangTertutup == ""true"")",,,,2019-11-11 16:32:38,2019-11-11 16:32:38,0.001s,PASSED
"if (SedangBerlangsung == ""true"")",,,,2019-11-11 16:32:38,2019-11-11 16:32:38,0.000s,PASSED
"if (AkanDatang == ""true"")",,,,2019-11-11 16:32:38,2019-11-11 16:32:41,2.972s,PASSED
"tap(findTestObject(""Wishlist/BtnApply""), 0)",,,,2019-11-11 16:32:41,2019-11-11 16:32:44,3.624s,PASSED
"switch (""Result"")",,,,2019-11-11 16:32:44,2019-11-11 16:32:44,0.001s,PASSED
Start listener action : addFailedTCToList,,,,2019-11-11 16:32:44,2019-11-11 16:32:44,0.013s,PASSED
,,,,,,,
Test Cases/Wishlist/Wishlist,,,,2019-11-11 16:32:45,2019-11-11 16:34:41,1m - 55.795s,PASSED
Start listener action : executeRows,,,,2019-11-11 16:32:45,2019-11-11 16:32:45,0.167s,PASSED
"startApplication(""C:/Users/Marvin/Documents/GitHub/ACCBid-Mobile/accbid.apk"", false)",,,,2019-11-11 16:32:45,2019-11-11 16:33:18,32.946s,PASSED
"if (verifyElementText(findTestObject(""Wishlist/BID1""), BIDDING, OPTIONAL))",,,,2019-11-11 16:33:18,2019-11-11 16:33:29,10.561s,PASSED
"else if (verifyElementText(findTestObject(""Wishlist/BID2""), BIDDING, OPTIONAL))",,,,2019-11-11 16:33:29,2019-11-11 16:33:31,2.091s,PASSED
"tap(findTestObject(""Wishlist/AddWishList""), 0)",,,,2019-11-11 16:33:31,2019-11-11 16:33:35,3.797s,PASSED
pressBack(),,,,2019-11-11 16:33:35,2019-11-11 16:33:35,0.858s,PASSED
"tap(findTestObject(""Wishlist/Btn_Wishlist""), 0)",,,,2019-11-11 16:33:35,2019-11-11 16:33:41,5.180s,PASSED
"tap(findTestObject(""Wishlist/FilterUrutkanBTN""), 0)",,,,2019-11-11 16:33:41,2019-11-11 16:34:06,25.857s,PASSED
"if (Urutkan == ""Waktu Berakhir"")",,,,2019-11-11 16:34:06,2019-11-11 16:34:06,0.003s,PASSED
"else if (Urutkan == ""Harga Terendah"")",,,,2019-11-11 16:34:06,2019-11-11 16:34:06,0.001s,PASSED
"else if (Urutkan == ""Harga Tertinggi"")",,,,2019-11-11 16:34:06,2019-11-11 16:34:31,24.571s,PASSED
delay(2),,,,2019-11-11 16:34:31,2019-11-11 16:34:33,2.006s,PASSED
"if (LelangTerbuka == ""true"")",,,,2019-11-11 16:34:33,2019-11-11 16:34:33,0.003s,PASSED
"if (LelangTertutup == ""true"")",,,,2019-11-11 16:34:33,2019-11-11 16:34:33,0.000s,PASSED
"if (SedangBerlangsung == ""true"")",,,,2019-11-11 16:34:33,2019-11-11 16:34:37,3.808s,PASSED
"if (AkanDatang == ""true"")",,,,2019-11-11 16:34:37,2019-11-11 16:34:37,0.001s,PASSED
"tap(findTestObject(""Wishlist/BtnApply""), 0)",,,,2019-11-11 16:34:37,2019-11-11 16:34:41,3.768s,PASSED
"switch (""Result"")",,,,2019-11-11 16:34:41,2019-11-11 16:34:41,0.000s,PASSED
Start listener action : addFailedTCToList,,,,2019-11-11 16:34:41,2019-11-11 16:34:41,0.001s,PASSED
,,,,,,,
Test Cases/Wishlist/Wishlist,,,,2019-11-11 16:34:41,2019-11-11 16:35:25,44.481s,FAILED
Start listener action : executeRows,,,,2019-11-11 16:34:41,2019-11-11 16:34:41,0.130s,PASSED
"startApplication(""C:/Users/Marvin/Documents/GitHub/ACCBid-Mobile/accbid.apk"", false)",,,,2019-11-11 16:34:41,2019-11-11 16:35:06,24.789s,PASSED
"if (verifyElementText(findTestObject(""Wishlist/BID1""), BIDDING, OPTIONAL))",,,,2019-11-11 16:35:06,2019-11-11 16:35:25,19.399s,FAILED
Start listener action : addFailedTCToList,,,,2019-11-11 16:35:25,2019-11-11 16:35:25,0.001s,PASSED
