Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Penarikan,,,,2019-11-06 15:00:06,2019-11-06 15:05:17,5m - 11.829s,INCOMPLETE
,,,,,,,
Test Cases/TopUP/Penarikan,,,,2019-11-06 15:00:08,2019-11-06 15:02:25,2m - 17.914s,FAILED
Start listener action : executeRows,,,,2019-11-06 15:00:08,2019-11-06 15:00:11,3.758s,PASSED
"startApplication(""C:/Users/Marvin/git/ACCBid-Mobile/accbid.apk"", false)",,,,2019-11-06 15:00:13,2019-11-06 15:00:57,44.469s,PASSED
"tap(findTestObject(""TopUP/BTN_Deposit""), 0)",,,,2019-11-06 15:00:57,2019-11-06 15:01:05,7.744s,PASSED
"tap(findTestObject(""TopUP/Penarikan/Btn_Penarikan""), 0)",,,,2019-11-06 15:01:05,2019-11-06 15:01:08,3.318s,PASSED
"setText(findTestObject(""TopUP/Penarikan/Nominal""), Nominal, 0)",,,,2019-11-06 15:01:08,2019-11-06 15:01:10,2.154s,PASSED
"if (verifyElementVisible(findTestObject(""TopUP/Penarikan/PopUpKelipatan""), 0, OPTIONAL))",,,,2019-11-06 15:01:10,2019-11-06 15:02:12,1m - 1.791s,PASSED
else,,,,2019-11-06 15:02:12,2019-11-06 15:02:25,13.341s,FAILED
Start listener action : addFailedTCToList,,,,2019-11-06 15:02:25,2019-11-06 15:02:25,0.008s,PASSED
,,,,,,,
Test Cases/TopUP/Penarikan,,,,2019-11-06 15:02:26,2019-11-06 15:03:19,53.182s,PASSED
Start listener action : executeRows,,,,2019-11-06 15:02:26,2019-11-06 15:02:26,0.096s,PASSED
"startApplication(""C:/Users/Marvin/git/ACCBid-Mobile/accbid.apk"", false)",,,,2019-11-06 15:02:26,2019-11-06 15:03:02,35.842s,PASSED
"tap(findTestObject(""TopUP/BTN_Deposit""), 0)",,,,2019-11-06 15:03:02,2019-11-06 15:03:11,8.886s,PASSED
"tap(findTestObject(""TopUP/Penarikan/Btn_Penarikan""), 0)",,,,2019-11-06 15:03:11,2019-11-06 15:03:15,4.043s,PASSED
"setText(findTestObject(""TopUP/Penarikan/Nominal""), Nominal, 0)",,,,2019-11-06 15:03:15,2019-11-06 15:03:17,1.985s,PASSED
"if (verifyElementVisible(findTestObject(""TopUP/Penarikan/PopUpKelipatan""), 0, OPTIONAL))",,,,2019-11-06 15:03:17,2019-11-06 15:03:19,2.092s,PASSED
Start listener action : addFailedTCToList,,,,2019-11-06 15:03:19,2019-11-06 15:03:19,0.002s,PASSED
,,,,,,,
Test Cases/TopUP/Penarikan,,,,2019-11-06 15:03:19,2019-11-06 15:05:17,1m - 58.613s,FAILED
Start listener action : executeRows,,,,2019-11-06 15:03:19,2019-11-06 15:03:19,0.128s,PASSED
"startApplication(""C:/Users/Marvin/git/ACCBid-Mobile/accbid.apk"", false)",,,,2019-11-06 15:03:19,2019-11-06 15:03:58,39.246s,PASSED
"tap(findTestObject(""TopUP/BTN_Deposit""), 0)",,,,2019-11-06 15:03:58,2019-11-06 15:04:07,8.565s,PASSED
"tap(findTestObject(""TopUP/Penarikan/Btn_Penarikan""), 0)",,,,2019-11-06 15:04:07,2019-11-06 15:04:11,4.216s,PASSED
"setText(findTestObject(""TopUP/Penarikan/Nominal""), Nominal, 0)",,,,2019-11-06 15:04:11,2019-11-06 15:04:13,1.715s,PASSED
"if (verifyElementVisible(findTestObject(""TopUP/Penarikan/PopUpKelipatan""), 0, OPTIONAL))",,,,2019-11-06 15:04:13,2019-11-06 15:05:14,1m - 1.636s,PASSED
else,,,,2019-11-06 15:05:14,2019-11-06 15:05:17,2.965s,FAILED
Start listener action : addFailedTCToList,,,,2019-11-06 15:05:17,2019-11-06 15:05:17,0.002s,PASSED
