Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Penarikan,,,,2019-11-15 10:42:47,2019-11-15 10:58:11,15m - 23.972s,PASSED
,,,,,,,
Test Cases/TopUP/Penarikan,,,,2019-11-15 10:42:48,2019-11-15 10:44:35,1m - 46.434s,PASSED
Start listener action : executeRows,,,,2019-11-15 10:42:49,2019-11-15 10:42:52,2.995s,PASSED
"startApplication(""C:/Users/Marvin/git/ACCBid-Mobile/accbid.apk"", false)",,,,2019-11-15 10:42:53,2019-11-15 10:43:33,39.539s,PASSED
"tap(findTestObject(""TopUP/BTN_Deposit""), 0)",,,,2019-11-15 10:43:33,2019-11-15 10:43:40,7.275s,PASSED
"if (JenisPenarikan == ""Astria"")",,,,2019-11-15 10:43:40,2019-11-15 10:44:35,54.416s,PASSED
Start listener action : addFailedTCToList,,,,2019-11-15 10:44:35,2019-11-15 10:44:35,0.017s,PASSED
,,,,,,,
Test Cases/TopUP/Penarikan,,,,2019-11-15 10:44:35,2019-11-15 10:45:30,55.204s,PASSED
Start listener action : executeRows,,,,2019-11-15 10:44:35,2019-11-15 10:44:35,0.248s,PASSED
"startApplication(""C:/Users/Marvin/git/ACCBid-Mobile/accbid.apk"", false)",,,,2019-11-15 10:44:35,2019-11-15 10:45:02,26.179s,PASSED
"tap(findTestObject(""TopUP/BTN_Deposit""), 0)",,,,2019-11-15 10:45:02,2019-11-15 10:45:10,8.501s,PASSED
"if (JenisPenarikan == ""Astria"")",,,,2019-11-15 10:45:10,2019-11-15 10:45:30,20.012s,PASSED
Start listener action : addFailedTCToList,,,,2019-11-15 10:45:30,2019-11-15 10:45:30,0.003s,PASSED
,,,,,,,
Test Cases/TopUP/Penarikan,,,,2019-11-15 10:45:30,2019-11-15 10:46:14,43.680s,PASSED
Start listener action : executeRows,,,,2019-11-15 10:45:30,2019-11-15 10:45:31,0.105s,PASSED
"startApplication(""C:/Users/Marvin/git/ACCBid-Mobile/accbid.apk"", false)",,,,2019-11-15 10:45:31,2019-11-15 10:45:57,26.117s,PASSED
"tap(findTestObject(""TopUP/BTN_Deposit""), 0)",,,,2019-11-15 10:45:57,2019-11-15 10:46:05,8.747s,PASSED
"if (JenisPenarikan == ""Astria"")",,,,2019-11-15 10:46:05,2019-11-15 10:46:14,8.648s,PASSED
Start listener action : addFailedTCToList,,,,2019-11-15 10:46:14,2019-11-15 10:46:14,0.001s,PASSED
,,,,,,,
Test Cases/TopUP/Penarikan,,,,2019-11-15 10:46:14,2019-11-15 10:46:59,44.493s,PASSED
Start listener action : executeRows,,,,2019-11-15 10:46:14,2019-11-15 10:46:15,0.320s,PASSED
"startApplication(""C:/Users/Marvin/git/ACCBid-Mobile/accbid.apk"", false)",,,,2019-11-15 10:46:15,2019-11-15 10:46:42,26.893s,PASSED
"tap(findTestObject(""TopUP/BTN_Deposit""), 0)",,,,2019-11-15 10:46:42,2019-11-15 10:46:49,7.400s,PASSED
"if (JenisPenarikan == ""Astria"")",,,,2019-11-15 10:46:49,2019-11-15 10:46:59,9.637s,PASSED
Start listener action : addFailedTCToList,,,,2019-11-15 10:46:59,2019-11-15 10:46:59,0.000s,PASSED
,,,,,,,
Test Cases/TopUP/Penarikan,,,,2019-11-15 10:46:59,2019-11-15 10:47:54,54.541s,PASSED
Start listener action : executeRows,,,,2019-11-15 10:46:59,2019-11-15 10:46:59,0.143s,PASSED
"startApplication(""C:/Users/Marvin/git/ACCBid-Mobile/accbid.apk"", false)",,,,2019-11-15 10:46:59,2019-11-15 10:47:25,25.722s,PASSED
"tap(findTestObject(""TopUP/BTN_Deposit""), 0)",,,,2019-11-15 10:47:25,2019-11-15 10:47:33,8.503s,PASSED
"if (JenisPenarikan == ""Astria"")",,,,2019-11-15 10:47:33,2019-11-15 10:47:54,20.120s,PASSED
Start listener action : addFailedTCToList,,,,2019-11-15 10:47:54,2019-11-15 10:47:54,0.001s,PASSED
,,,,,,,
Test Cases/TopUP/Penarikan,,,,2019-11-15 10:47:54,2019-11-15 10:50:55,3m - 1.475s,PASSED
Start listener action : executeRows,,,,2019-11-15 10:47:54,2019-11-15 10:47:54,0.083s,PASSED
"startApplication(""C:/Users/Marvin/git/ACCBid-Mobile/accbid.apk"", false)",,,,2019-11-15 10:47:54,2019-11-15 10:48:19,24.899s,PASSED
"tap(findTestObject(""TopUP/BTN_Deposit""), 0)",,,,2019-11-15 10:48:19,2019-11-15 10:48:27,8.598s,PASSED
"if (JenisPenarikan == ""Astria"")",,,,2019-11-15 10:48:27,2019-11-15 10:48:27,0.002s,PASSED
