Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TOPUP,,,,2019-11-14 12:46:49,2019-11-14 12:56:46,9m - 57.035s,FAILED
,,,,,,,
Test Cases/TopUP/TopUPNew,,,,2019-11-14 12:46:53,2019-11-14 12:48:52,1m - 59.508s,PASSED
Start listener action : executeRows,,,,2019-11-14 12:46:53,2019-11-14 12:46:58,4.230s,PASSED
"startApplication(""C:/Users/Marvin/git/ACCBid-Mobile/accbid.apk"", false)",,,,2019-11-14 12:47:00,2019-11-14 12:47:59,59.016s,PASSED
getDeviceHeight(),,,,2019-11-14 12:47:59,2019-11-14 12:48:01,1.515s,PASSED
getDeviceWidth(),,,,2019-11-14 12:48:01,2019-11-14 12:48:02,1.115s,PASSED
"tap(findTestObject(""TopUP/BTN_Deposit""), 0)",,,,2019-11-14 12:48:02,2019-11-14 12:48:08,5.941s,PASSED
"if (JenisLelang == ""Astria"")",,,,2019-11-14 12:48:08,2019-11-14 12:48:52,43.947s,PASSED
"switch (""Result"")",,,,2019-11-14 12:48:52,2019-11-14 12:48:52,0.034s,PASSED
Start listener action : addFailedTCToList,,,,2019-11-14 12:48:52,2019-11-14 12:48:52,0.047s,PASSED
,,,,,,,
Test Cases/TopUP/TopUPNew,,,,2019-11-14 12:48:52,2019-11-14 12:49:52,59.337s,PASSED
Start listener action : executeRows,,,,2019-11-14 12:48:53,2019-11-14 12:48:53,0.199s,PASSED
"startApplication(""C:/Users/Marvin/git/ACCBid-Mobile/accbid.apk"", false)",,,,2019-11-14 12:48:53,2019-11-14 12:49:27,33.485s,PASSED
getDeviceHeight(),,,,2019-11-14 12:49:27,2019-11-14 12:49:28,1.097s,PASSED
getDeviceWidth(),,,,2019-11-14 12:49:28,2019-11-14 12:49:28,0.719s,PASSED
"tap(findTestObject(""TopUP/BTN_Deposit""), 0)",,,,2019-11-14 12:49:28,2019-11-14 12:49:35,6.459s,PASSED
"if (JenisLelang == ""Astria"")",,,,2019-11-14 12:49:35,2019-11-14 12:49:52,16.975s,PASSED
"switch (""Result"")",,,,2019-11-14 12:49:52,2019-11-14 12:49:52,0.002s,PASSED
Start listener action : addFailedTCToList,,,,2019-11-14 12:49:52,2019-11-14 12:49:52,0.000s,PASSED
,,,,,,,
Test Cases/TopUP/TopUPNew,,,,2019-11-14 12:49:52,2019-11-14 12:54:58,5m - 5.253s,FAILED
Start listener action : executeRows,,,,2019-11-14 12:49:52,2019-11-14 12:49:52,0.124s,PASSED
"startApplication(""C:/Users/Marvin/git/ACCBid-Mobile/accbid.apk"", false)",,,,2019-11-14 12:49:52,2019-11-14 12:50:27,34.590s,PASSED
getDeviceHeight(),,,,2019-11-14 12:50:27,2019-11-14 12:50:28,1.171s,PASSED
getDeviceWidth(),,,,2019-11-14 12:50:28,2019-11-14 12:50:29,1.002s,PASSED
"tap(findTestObject(""TopUP/BTN_Deposit""), 0)",,,,2019-11-14 12:50:29,2019-11-14 12:50:35,6.230s,PASSED
"if (JenisLelang == ""Astria"")",,,,2019-11-14 12:50:35,2019-11-14 12:50:35,0.001s,PASSED
"else if (JenisLelang == ""IBID"")",,,,2019-11-14 12:50:35,2019-11-14 12:54:58,4m - 22.084s,FAILED
Start listener action : addFailedTCToList,,,,2019-11-14 12:54:58,2019-11-14 12:54:58,0.000s,PASSED
,,,,,,,
Test Cases/TopUP/TopUPNew,,,,2019-11-14 12:54:58,2019-11-14 12:56:46,1m - 48.222s,FAILED
Start listener action : executeRows,,,,2019-11-14 12:54:59,2019-11-14 12:54:59,0.297s,PASSED
"startApplication(""C:/Users/Marvin/git/ACCBid-Mobile/accbid.apk"", false)",,,,2019-11-14 12:54:59,2019-11-14 12:55:36,37.130s,PASSED
getDeviceHeight(),,,,2019-11-14 12:55:36,2019-11-14 12:55:37,1.350s,PASSED
getDeviceWidth(),,,,2019-11-14 12:55:37,2019-11-14 12:55:38,0.995s,PASSED
"tap(findTestObject(""TopUP/BTN_Deposit""), 0)",,,,2019-11-14 12:55:38,2019-11-14 12:55:42,4.070s,PASSED
"if (JenisLelang == ""Astria"")",,,,2019-11-14 12:55:42,2019-11-14 12:55:42,0.001s,PASSED
"else if (JenisLelang == ""IBID"")",,,,2019-11-14 12:55:42,2019-11-14 12:56:46,1m - 3.864s,FAILED
Start listener action : addFailedTCToList,,,,2019-11-14 12:56:46,2019-11-14 12:56:46,0.003s,PASSED
