Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Penarikan,,,,2019-11-06 16:50:01,2019-11-06 16:54:18,4m - 16.938s,INCOMPLETE
,,,,,,,
Test Cases/TopUP/Penarikan,,,,2019-11-06 16:50:03,2019-11-06 16:51:20,1m - 17.190s,PASSED
Start listener action : executeRows,,,,2019-11-06 16:50:03,2019-11-06 16:50:05,2.184s,PASSED
"startApplication(""C:/Users/Marvin/git/ACCBid-Mobile/accbid.apk"", false)",,,,2019-11-06 16:50:06,2019-11-06 16:50:53,46.909s,PASSED
"tap(findTestObject(""TopUP/BTN_Deposit""), 0)",,,,2019-11-06 16:50:53,2019-11-06 16:51:00,7.091s,PASSED
"tap(findTestObject(""TopUP/Penarikan/Btn_Penarikan""), 0)",,,,2019-11-06 16:51:00,2019-11-06 16:51:04,3.305s,PASSED
"setText(findTestObject(""TopUP/Penarikan/Nominal""), Nominal, 0)",,,,2019-11-06 16:51:04,2019-11-06 16:51:06,2.118s,PASSED
"if (verifyElementVisible(findTestObject(""TopUP/Penarikan/PopUpKelipatan""), 3, OPTIONAL))",,,,2019-11-06 16:51:06,2019-11-06 16:51:11,4.765s,PASSED
else,,,,2019-11-06 16:51:11,2019-11-06 16:51:20,9.465s,PASSED
"switch (""Result"")",,,,2019-11-06 16:51:20,2019-11-06 16:51:20,0.000s,PASSED
Start listener action : addFailedTCToList,,,,2019-11-06 16:51:20,2019-11-06 16:51:20,0.000s,PASSED
,,,,,,,
Test Cases/TopUP/Penarikan,,,,2019-11-06 16:51:20,2019-11-06 16:52:23,1m - 2.329s,PASSED
Start listener action : executeRows,,,,2019-11-06 16:51:20,2019-11-06 16:51:21,0.217s,PASSED
"startApplication(""C:/Users/Marvin/git/ACCBid-Mobile/accbid.apk"", false)",,,,2019-11-06 16:51:21,2019-11-06 16:51:55,34.719s,PASSED
"tap(findTestObject(""TopUP/BTN_Deposit""), 0)",,,,2019-11-06 16:51:55,2019-11-06 16:52:04,8.229s,PASSED
"tap(findTestObject(""TopUP/Penarikan/Btn_Penarikan""), 0)",,,,2019-11-06 16:52:04,2019-11-06 16:52:07,3.690s,PASSED
"setText(findTestObject(""TopUP/Penarikan/Nominal""), Nominal, 0)",,,,2019-11-06 16:52:07,2019-11-06 16:52:09,1.640s,PASSED
"if (verifyElementVisible(findTestObject(""TopUP/Penarikan/PopUpKelipatan""), 3, OPTIONAL))",,,,2019-11-06 16:52:09,2019-11-06 16:52:13,4.549s,PASSED
else,,,,2019-11-06 16:52:13,2019-11-06 16:52:23,9.097s,PASSED
"switch (""Result"")",,,,2019-11-06 16:52:23,2019-11-06 16:52:23,0.001s,PASSED
Start listener action : addFailedTCToList,,,,2019-11-06 16:52:23,2019-11-06 16:52:23,0.000s,PASSED
,,,,,,,
Test Cases/TopUP/Penarikan,,,,2019-11-06 16:52:23,2019-11-06 16:53:14,50.940s,PASSED
Start listener action : executeRows,,,,2019-11-06 16:52:23,2019-11-06 16:52:23,0.219s,PASSED
"startApplication(""C:/Users/Marvin/git/ACCBid-Mobile/accbid.apk"", false)",,,,2019-11-06 16:52:23,2019-11-06 16:52:58,34.896s,PASSED
"tap(findTestObject(""TopUP/BTN_Deposit""), 0)",,,,2019-11-06 16:52:58,2019-11-06 16:53:06,7.898s,PASSED
"tap(findTestObject(""TopUP/Penarikan/Btn_Penarikan""), 0)",,,,2019-11-06 16:53:06,2019-11-06 16:53:09,3.494s,PASSED
"setText(findTestObject(""TopUP/Penarikan/Nominal""), Nominal, 0)",,,,2019-11-06 16:53:09,2019-11-06 16:53:11,1.928s,PASSED
"if (verifyElementVisible(findTestObject(""TopUP/Penarikan/PopUpKelipatan""), 3, OPTIONAL))",,,,2019-11-06 16:53:11,2019-11-06 16:53:14,2.400s,PASSED
"switch (""Result"")",,,,2019-11-06 16:53:14,2019-11-06 16:53:14,0.000s,PASSED
Start listener action : addFailedTCToList,,,,2019-11-06 16:53:14,2019-11-06 16:53:14,0.001s,PASSED
,,,,,,,
Test Cases/TopUP/Penarikan,,,,2019-11-06 16:53:14,2019-11-06 16:54:18,1m - 4.516s,PASSED
Start listener action : executeRows,,,,2019-11-06 16:53:14,2019-11-06 16:53:14,0.120s,PASSED
"startApplication(""C:/Users/Marvin/git/ACCBid-Mobile/accbid.apk"", false)",,,,2019-11-06 16:53:14,2019-11-06 16:53:50,36.451s,PASSED
"tap(findTestObject(""TopUP/BTN_Deposit""), 0)",,,,2019-11-06 16:53:50,2019-11-06 16:53:59,8.231s,PASSED
"tap(findTestObject(""TopUP/Penarikan/Btn_Penarikan""), 0)",,,,2019-11-06 16:53:59,2019-11-06 16:54:02,3.679s,PASSED
"setText(findTestObject(""TopUP/Penarikan/Nominal""), Nominal, 0)",,,,2019-11-06 16:54:02,2019-11-06 16:54:04,1.978s,PASSED
"if (verifyElementVisible(findTestObject(""TopUP/Penarikan/PopUpKelipatan""), 3, OPTIONAL))",,,,2019-11-06 16:54:04,2019-11-06 16:54:09,4.922s,PASSED
else,,,,2019-11-06 16:54:09,2019-11-06 16:54:18,9.057s,PASSED
"switch (""Result"")",,,,2019-11-06 16:54:18,2019-11-06 16:54:18,0.000s,PASSED
Start listener action : addFailedTCToList,,,,2019-11-06 16:54:18,2019-11-06 16:54:18,0.001s,PASSED
