Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
WishList,,,,2019-12-03 14:32:26,2019-12-03 14:36:51,4m - 24.743s,FAILED
,,,,,,,
Test Cases/Wishlist/Wishlist,,,,2019-12-03 14:32:28,2019-12-03 14:34:33,2m - 4.793s,PASSED
Start listener action : executeRows,,,,2019-12-03 14:32:28,2019-12-03 14:32:31,2.644s,PASSED
"startApplication(""C:/Users/Marvin/Documents/GitHub/ACCBid-Mobile/accbid.apk"", false)",,,,2019-12-03 14:32:33,2019-12-03 14:33:13,40.112s,PASSED
"if (verifyElementText(findTestObject(""Wishlist/BID1""), BIDDING, OPTIONAL))",,,,2019-12-03 14:33:13,2019-12-03 14:33:21,8.300s,PASSED
"tap(findTestObject(""Wishlist/AddWishList""), 0)",,,,2019-12-03 14:33:21,2019-12-03 14:33:24,3.422s,PASSED
pressBack(),,,,2019-12-03 14:33:24,2019-12-03 14:33:25,0.980s,PASSED
"tap(findTestObject(""Wishlist/Btn_Wishlist""), 0)",,,,2019-12-03 14:33:25,2019-12-03 14:33:30,4.516s,PASSED
"tap(findTestObject(""Wishlist/ButtonFilterUrutkan""), 0)",,,,2019-12-03 14:33:30,2019-12-03 14:33:57,26.675s,PASSED
"if (Urutkan == ""Harga Tertinggi"")",,,,2019-12-03 14:33:57,2019-12-03 14:33:57,0.030s,PASSED
"else if (Urutkan == ""Harga Terendah"")",,,,2019-12-03 14:33:57,2019-12-03 14:34:05,8.804s,PASSED
delay(2),,,,2019-12-03 14:34:05,2019-12-03 14:34:07,2.082s,PASSED
"if (LelangTerbuka == ""true"")",,,,2019-12-03 14:34:07,2019-12-03 14:34:12,5.046s,PASSED
"if (LelangTertutup == ""true"")",,,,2019-12-03 14:34:12,2019-12-03 14:34:12,0.002s,PASSED
"if (SedangBerlangsung == ""true"")",,,,2019-12-03 14:34:12,2019-12-03 14:34:12,0.002s,PASSED
"if (AkanDatang == ""true"")",,,,2019-12-03 14:34:12,2019-12-03 14:34:29,16.720s,PASSED
"tap(findTestObject(""Wishlist/BtnApply""), 0)",,,,2019-12-03 14:34:29,2019-12-03 14:34:33,3.492s,PASSED
"switch (""Result"")",,,,2019-12-03 14:34:33,2019-12-03 14:34:33,0.002s,PASSED
Start listener action : addFailedTCToList,,,,2019-12-03 14:34:33,2019-12-03 14:34:33,0.001s,PASSED
,,,,,,,
Test Cases/Wishlist/Wishlist,,,,2019-12-03 14:34:33,2019-12-03 14:36:06,1m - 32.413s,PASSED
Start listener action : executeRows,,,,2019-12-03 14:34:33,2019-12-03 14:34:33,0.244s,PASSED
"startApplication(""C:/Users/Marvin/Documents/GitHub/ACCBid-Mobile/accbid.apk"", false)",,,,2019-12-03 14:34:33,2019-12-03 14:34:59,25.788s,PASSED
"if (verifyElementText(findTestObject(""Wishlist/BID1""), BIDDING, OPTIONAL))",,,,2019-12-03 14:34:59,2019-12-03 14:35:09,10.203s,PASSED
"else if (verifyElementText(findTestObject(""Wishlist/BID2""), BIDDING, OPTIONAL))",,,,2019-12-03 14:35:09,2019-12-03 14:35:12,2.218s,PASSED
"tap(findTestObject(""Wishlist/AddWishList""), 0)",,,,2019-12-03 14:35:12,2019-12-03 14:35:15,3.345s,PASSED
pressBack(),,,,2019-12-03 14:35:15,2019-12-03 14:35:16,1.134s,PASSED
"tap(findTestObject(""Wishlist/Btn_Wishlist""), 0)",,,,2019-12-03 14:35:16,2019-12-03 14:35:22,5.425s,PASSED
"tap(findTestObject(""Wishlist/ButtonFilterUrutkan""), 0)",,,,2019-12-03 14:35:22,2019-12-03 14:35:40,18.882s,PASSED
"if (Urutkan == ""Harga Tertinggi"")",,,,2019-12-03 14:35:40,2019-12-03 14:35:59,18.566s,PASSED
delay(2),,,,2019-12-03 14:35:59,2019-12-03 14:36:01,2.031s,PASSED
"if (LelangTerbuka == ""true"")",,,,2019-12-03 14:36:01,2019-12-03 14:36:01,0.001s,PASSED
"if (LelangTertutup == ""true"")",,,,2019-12-03 14:36:01,2019-12-03 14:36:01,0.001s,PASSED
"if (SedangBerlangsung == ""true"")",,,,2019-12-03 14:36:01,2019-12-03 14:36:03,2.063s,PASSED
"if (AkanDatang == ""true"")",,,,2019-12-03 14:36:03,2019-12-03 14:36:03,0.001s,PASSED
"tap(findTestObject(""Wishlist/BtnApply""), 0)",,,,2019-12-03 14:36:03,2019-12-03 14:36:06,2.379s,PASSED
"switch (""Result"")",,,,2019-12-03 14:36:06,2019-12-03 14:36:06,0.000s,PASSED
Start listener action : addFailedTCToList,,,,2019-12-03 14:36:06,2019-12-03 14:36:06,0.000s,PASSED
,,,,,,,
Test Cases/Wishlist/Wishlist,,,,2019-12-03 14:36:06,2019-12-03 14:36:51,45.220s,FAILED
Start listener action : executeRows,,,,2019-12-03 14:36:06,2019-12-03 14:36:06,0.183s,PASSED
"startApplication(""C:/Users/Marvin/Documents/GitHub/ACCBid-Mobile/accbid.apk"", false)",,,,2019-12-03 14:36:06,2019-12-03 14:36:32,25.214s,PASSED
"if (verifyElementText(findTestObject(""Wishlist/BID1""), BIDDING, OPTIONAL))",,,,2019-12-03 14:36:32,2019-12-03 14:36:51,19.454s,FAILED
Start listener action : addFailedTCToList,,,,2019-12-03 14:36:51,2019-12-03 14:36:51,0.000s,PASSED
