Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Penarikan,,,,2019-11-11 15:58:19,2019-11-11 15:59:20,1m - 1.122s,INCOMPLETE
,,,,,,,
Test Cases/TopUP/Penarikan,,,,2019-11-11 15:58:21,2019-11-11 15:59:20,59.562s,PASSED
Start listener action : executeRows,,,,2019-11-11 15:58:21,2019-11-11 15:58:23,1.984s,PASSED
"startApplication(""C:/Users/Marvin/git/ACCBid-Mobile/accbid.apk"", false)",,,,2019-11-11 15:58:24,2019-11-11 15:59:03,39.193s,PASSED
"tap(findTestObject(""TopUP/BTN_Deposit""), 0)",,,,2019-11-11 15:59:03,2019-11-11 15:59:11,8.085s,PASSED
"tap(findTestObject(""TopUP/Penarikan/Btn_Penarikan""), 0)",,,,2019-11-11 15:59:11,2019-11-11 15:59:16,4.466s,PASSED
"setText(findTestObject(""TopUP/Penarikan/Nominal""), Nominal, 0)",,,,2019-11-11 15:59:16,2019-11-11 15:59:18,1.718s,PASSED
"if (verifyElementVisible(findTestObject(""TopUP/Penarikan/PopUpKelipatan""), 3, OPTIONAL))",,,,2019-11-11 15:59:18,2019-11-11 15:59:20,2.504s,PASSED
"switch (""Result"")",,,,2019-11-11 15:59:20,2019-11-11 15:59:20,0.000s,PASSED
Start listener action : addFailedTCToList,,,,2019-11-11 15:59:20,2019-11-11 15:59:20,0.012s,PASSED
